/gpfs/gibbs/project/emonet/asr93/conda_envs/EmonetLab/lib/python3.10/site-packages/gym/spaces/box.py:127: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(f"Box bound precision lowered by casting to {self.dtype}")
['/vast/palmer/home.grace/asr93/Navigation/plume_rl/src/training_scripts', '/gpfs/gibbs/project/emonet/asr93/conda_envs/EmonetLab/lib/python310.zip', '/gpfs/gibbs/project/emonet/asr93/conda_envs/EmonetLab/lib/python3.10', '/gpfs/gibbs/project/emonet/asr93/conda_envs/EmonetLab/lib/python3.10/lib-dynload', '/gpfs/gibbs/project/emonet/asr93/conda_envs/EmonetLab/lib/python3.10/site-packages', '/vast/palmer/home.grace/asr93/Navigation/plume_rl']
/gpfs/gibbs/project/emonet/asr93/conda_envs/EmonetLab/lib/python3.10/site-packages/gym/spaces/box.py:127: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(f"Box bound precision lowered by casting to {self.dtype}")
/gpfs/gibbs/project/emonet/asr93/conda_envs/EmonetLab/lib/python3.10/site-packages/gym/spaces/box.py:127: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(f"Box bound precision lowered by casting to {self.dtype}")
/gpfs/gibbs/project/emonet/asr93/conda_envs/EmonetLab/lib/python3.10/site-packages/gym/spaces/box.py:127: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(f"Box bound precision lowered by casting to {self.dtype}")
/gpfs/gibbs/project/emonet/asr93/conda_envs/EmonetLab/lib/python3.10/site-packages/gym/spaces/box.py:127: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(f"Box bound precision lowered by casting to {self.dtype}")
/gpfs/gibbs/project/emonet/asr93/conda_envs/EmonetLab/lib/python3.10/site-packages/gym/spaces/box.py:127: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(f"Box bound precision lowered by casting to {self.dtype}")
/gpfs/gibbs/project/emonet/asr93/conda_envs/EmonetLab/lib/python3.10/site-packages/gym/spaces/box.py:127: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(f"Box bound precision lowered by casting to {self.dtype}")
/gpfs/gibbs/project/emonet/asr93/conda_envs/EmonetLab/lib/python3.10/site-packages/gym/spaces/box.py:127: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(f"Box bound precision lowered by casting to {self.dtype}")
/gpfs/gibbs/project/emonet/asr93/conda_envs/EmonetLab/lib/python3.10/site-packages/gym/spaces/box.py:127: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(f"Box bound precision lowered by casting to {self.dtype}")
Using cpu device
Logging to ./logs/rnn_shaping/rnn_shaping_large_6_1
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 260      |
|    ep_rew_mean     | 8.506941 |
| time/              |          |
|    fps             | 1404     |
|    iterations      | 1        |
|    time_elapsed    | 2        |
|    total_timesteps | 4096     |
---------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 314           |
|    ep_rew_mean          | -33.138927    |
| time/                   |               |
|    fps                  | 853           |
|    iterations           | 2             |
|    time_elapsed         | 9             |
|    total_timesteps      | 8192          |
| train/                  |               |
|    approx_kl            | 0.00014379439 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.39         |
|    explained_variance   | -0.000538     |
|    learning_rate        | 0.0003        |
|    loss                 | 288           |
|    n_updates            | 10            |
|    policy_gradient_loss | -0.00029      |
|    value_loss           | 576           |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 307           |
|    ep_rew_mean          | -40.09626     |
| time/                   |               |
|    fps                  | 685           |
|    iterations           | 3             |
|    time_elapsed         | 17            |
|    total_timesteps      | 12288         |
| train/                  |               |
|    approx_kl            | 0.00028027262 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.39         |
|    explained_variance   | -0.0134       |
|    learning_rate        | 0.0003        |
|    loss                 | 3.78          |
|    n_updates            | 20            |
|    policy_gradient_loss | -0.00181      |
|    value_loss           | 8.19          |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 309           |
|    ep_rew_mean          | -42.973938    |
| time/                   |               |
|    fps                  | 674           |
|    iterations           | 4             |
|    time_elapsed         | 24            |
|    total_timesteps      | 16384         |
| train/                  |               |
|    approx_kl            | 0.00055938587 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.38         |
|    explained_variance   | -0.00781      |
|    learning_rate        | 0.0003        |
|    loss                 | 3.78          |
|    n_updates            | 30            |
|    policy_gradient_loss | -0.00256      |
|    value_loss           | 8.27          |
-------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 315        |
|    ep_rew_mean          | -45.035194 |
| time/                   |            |
|    fps                  | 664        |
|    iterations           | 5          |
|    time_elapsed         | 30         |
|    total_timesteps      | 20480      |
| train/                  |            |
|    approx_kl            | 0.00120418 |
|    clip_fraction        | 0          |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.38      |
|    explained_variance   | -0.0171    |
|    learning_rate        | 0.0003     |
|    loss                 | 3.06       |
|    n_updates            | 40         |
|    policy_gradient_loss | -0.00435   |
|    value_loss           | 6.88       |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 319          |
|    ep_rew_mean          | -45.61338    |
| time/                   |              |
|    fps                  | 656          |
|    iterations           | 6            |
|    time_elapsed         | 37           |
|    total_timesteps      | 24576        |
