/gpfs/gibbs/project/emonet/asr93/conda_envs/EmonetLab/lib/python3.10/site-packages/gym/spaces/box.py:127: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(f"Box bound precision lowered by casting to {self.dtype}")
['/vast/palmer/home.grace/asr93/Navigation/plume_rl/src/training_scripts', '/gpfs/gibbs/project/emonet/asr93/conda_envs/EmonetLab/lib/python310.zip', '/gpfs/gibbs/project/emonet/asr93/conda_envs/EmonetLab/lib/python3.10', '/gpfs/gibbs/project/emonet/asr93/conda_envs/EmonetLab/lib/python3.10/lib-dynload', '/gpfs/gibbs/project/emonet/asr93/conda_envs/EmonetLab/lib/python3.10/site-packages', '/vast/palmer/home.grace/asr93/Navigation/plume_rl']
/gpfs/gibbs/project/emonet/asr93/conda_envs/EmonetLab/lib/python3.10/site-packages/gym/spaces/box.py:127: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(f"Box bound precision lowered by casting to {self.dtype}")
/gpfs/gibbs/project/emonet/asr93/conda_envs/EmonetLab/lib/python3.10/site-packages/gym/spaces/box.py:127: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(f"Box bound precision lowered by casting to {self.dtype}")
/gpfs/gibbs/project/emonet/asr93/conda_envs/EmonetLab/lib/python3.10/site-packages/gym/spaces/box.py:127: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(f"Box bound precision lowered by casting to {self.dtype}")
/gpfs/gibbs/project/emonet/asr93/conda_envs/EmonetLab/lib/python3.10/site-packages/gym/spaces/box.py:127: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(f"Box bound precision lowered by casting to {self.dtype}")
/gpfs/gibbs/project/emonet/asr93/conda_envs/EmonetLab/lib/python3.10/site-packages/gym/spaces/box.py:127: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(f"Box bound precision lowered by casting to {self.dtype}")
/gpfs/gibbs/project/emonet/asr93/conda_envs/EmonetLab/lib/python3.10/site-packages/gym/spaces/box.py:127: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(f"Box bound precision lowered by casting to {self.dtype}")
/gpfs/gibbs/project/emonet/asr93/conda_envs/EmonetLab/lib/python3.10/site-packages/gym/spaces/box.py:127: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(f"Box bound precision lowered by casting to {self.dtype}")
/gpfs/gibbs/project/emonet/asr93/conda_envs/EmonetLab/lib/python3.10/site-packages/gym/spaces/box.py:127: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  logger.warn(f"Box bound precision lowered by casting to {self.dtype}")
Using cpu device
Logging to ./logs/rnn_shaping/rnn_shaping_large_1_1
----------------------------------
| rollout/           |           |
|    ep_len_mean     | 273       |
|    ep_rew_mean     | 14.146473 |
| time/              |           |
|    fps             | 1388      |
|    iterations      | 1         |
|    time_elapsed    | 2         |
|    total_timesteps | 4096      |
----------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 315           |
|    ep_rew_mean          | -32.70975     |
| time/                   |               |
|    fps                  | 722           |
|    iterations           | 2             |
|    time_elapsed         | 11            |
|    total_timesteps      | 8192          |
| train/                  |               |
|    approx_kl            | 0.00015067872 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.39         |
|    explained_variance   | -0.000302     |
|    learning_rate        | 0.0003        |
|    loss                 | 288           |
|    n_updates            | 10            |
|    policy_gradient_loss | -0.00021      |
|    value_loss           | 577           |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 309           |
|    ep_rew_mean          | -40.03022     |
| time/                   |               |
|    fps                  | 646           |
|    iterations           | 3             |
|    time_elapsed         | 19            |
|    total_timesteps      | 12288         |
| train/                  |               |
|    approx_kl            | 0.00033285317 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.39         |
|    explained_variance   | 0.0165        |
|    learning_rate        | 0.0003        |
|    loss                 | 3.7           |
|    n_updates            | 20            |
|    policy_gradient_loss | -0.00238      |
|    value_loss           | 7.98          |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 307           |
|    ep_rew_mean          | -30.832752    |
| time/                   |               |
|    fps                  | 624           |
|    iterations           | 4             |
|    time_elapsed         | 26            |
|    total_timesteps      | 16384         |
| train/                  |               |
|    approx_kl            | 0.00067312026 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.38         |
|    explained_variance   | 0.0341        |
|    learning_rate        | 0.0003        |
|    loss                 | 3.67          |
|    n_updates            | 30            |
|    policy_gradient_loss | -0.00298      |
|    value_loss           | 7.98          |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 324           |
|    ep_rew_mean          | -37.682518    |
| time/                   |               |
|    fps                  | 591           |
|    iterations           | 5             |
|    time_elapsed         | 34            |
|    total_timesteps      | 20480         |
| train/                  |               |
|    approx_kl            | 0.00058512983 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.38         |
|    explained_variance   | -0.0004       |
|    learning_rate        | 0.0003        |
|    loss                 | 248           |
|    n_updates            | 40            |
|    policy_gradient_loss | -0.000322     |
|    value_loss           | 496           |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 326          |
|    ep_rew_mean          | -39.453007   |
| time/                   |              |
|    fps                  | 595          |
|    iterations           | 6            |
|    time_elapsed         | 41           |
|    total_timesteps      | 24576        |
